location,zip,Unique Neighborhoods,Unique Zip Code,date,time,offenseCatagory,crimeSeverity,uniqueOffenses,severityIndex,offenseType,count,matchingZips
Lents,97266,,,1/26/20,242,Vandalism,4,,,Vandalism,1,
Wilkes,97230,,,1/24/20,1942,Assault Offenses,10,,,Simple Assault,1,
Goose Hollow,97204,,,1/25/20,43,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,1/25/20,234,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,1/25/20,1548,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,1/25/20,2100,Assault Offenses,10,,,Simple Assault,1,
Pearl,97209,,,1/26/20,932,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,1/26/20,948,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,1/25/20,401,Assault Offenses,10,,,Aggravated Assault,1,
Parkrose,97220,,,1/25/20,401,Burglary,10,,,Burglary,1,
Hillsdale,97201,,,1/23/20,1300,Larceny Offenses,5,,,All Other Larceny,1,
Parkrose Heights,97220,,,1/25/20,1400,Assault Offenses,10,,,Aggravated Assault,1,
North Tabor,97213,,,1/20/20,245,Sex Offenses,15,,,Fondling,1,
West Portland Park,97219,,,1/10/20,1200,Sex Offenses,15,,,Fondling,1,
Downtown,97205,,,1/26/20,1905,Assault Offenses,10,,,Aggravated Assault,1,
Woodstock,97206,,,1/20/20,1206,Assault Offenses,10,,,Intimidation,1,
Kenton,97217,,,1/26/20,1813,Assault Offenses,10,,,Aggravated Assault,1,
Cully,97218,,,1/26/20,1130,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,1/20/20,1600,Larceny Offenses,5,,,Theft From Building,1,
Sullivan's Gulch,97232,,,1/16/20,1400,Vandalism,4,,,Vandalism,1,
Brooklyn,97202,,,1/26/20,2100,Sex Offenses,15,,,Fondling,1,
Brooklyn,97202,,,1/26/20,2100,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Mt Tabor,97215,,,1/27/20,217,Assault Offenses,10,,,Aggravated Assault,1,
Mt Tabor,97215,,,1/27/20,217,Assault Offenses,10,,,Simple Assault,1,
Foster-Powell,97206,,,1/27/20,157,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,1/26/20,2204,Assault Offenses,10,,,Aggravated Assault,1,
Centennial,97233,,,1/27/20,215,Assault Offenses,10,,,Simple Assault,1,
Irvington,97212,,,1/27/20,130,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,1/27/20,634,Assault Offenses,10,,,Aggravated Assault,1,
Northwest,97210,,,1/27/20,1233,Assault Offenses,10,,,Simple Assault,1,
Sellwood-Moreland,97202,,,1/21/20,1528,Larceny Offenses,5,,,All Other Larceny,1,
Piedmont,97217,,,1/22/20,1300,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,1/27/20,1348,Assault Offenses,10,,,Simple Assault,1,
Wilkes,97230,,,1/21/20,1148,Vandalism,4,,,Vandalism,1,
Centennial,97233,,,1/22/20,15,Assault Offenses,10,,,Simple Assault,1,
Argay,97230,,,1/22/20,820,Larceny Offenses,5,,,All Other Larceny,1,
Northwest,97210,,,1/21/20,1521,Assault Offenses,10,,,Intimidation,1,
Hayhurst,97221,,,1/28/20,403,Assault Offenses,10,,,Simple Assault,1,
Forest Park,97229,,,12/1/19,0,Sex Offenses,15,,,Fondling,1,
Cully,97218,,,1/27/20,645,Assault Offenses,10,,,Simple Assault,1,
Downtown,97205,,,1/28/20,1250,Assault Offenses,10,,,Intimidation,1,
Brentwood-Darlington,97206,,,1/28/20,745,Assault Offenses,10,,,Simple Assault,1,
Buckman East,97214,,,1/27/20,2122,Assault Offenses,10,,,Intimidation,1,
Buckman West,97214,,,1/22/20,825,Sex Offenses,15,,,Fondling,1,
Lents,97266,,,1/28/20,1409,Assault Offenses,10,,,Aggravated Assault,1,
Kenton,97217,,,1/28/20,1121,Assault Offenses,10,,,Aggravated Assault,1,
Kenton,97217,,,1/28/20,1121,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Kenton,97217,,,1/28/20,1121,Weapon Law Violations,6,,,Weapons Law Violations,1,
Lloyd,97232,,,1/28/20,1000,Assault Offenses,10,,,Aggravated Assault,1,
Mt Scott-Arleta,97206,,,1/28/20,2209,Assault Offenses,10,,,Aggravated Assault,1,
Mt Scott-Arleta,97206,,,1/28/20,2209,Weapon Law Violations,6,,,Weapons Law Violations,1,
Hazelwood,97216,,,1/28/20,1352,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,1/28/20,1850,Assault Offenses,10,,,Aggravated Assault,1,
Overlook,97227,,,1/28/20,2356,Assault Offenses,10,,,Intimidation,1,
South Portland,97222,,,1/28/20,2356,Assault Offenses,10,,,Simple Assault,1,
Bridgeton,97217,,,1/27/20,1959,Assault Offenses,10,,,Simple Assault,1,
East Columbia,97211,,,1/29/20,1443,Assault Offenses,10,,,Simple Assault,1,
Downtown,97205,,,1/29/20,648,Extortion/Blackmail,5,,,Extortion/Blackmail,1,
Kenton,97217,,,1/18/20,1200,Assault Offenses,10,,,Simple Assault,1,
North Tabor,97213,,,1/29/20,2234,Assault Offenses,10,,,Aggravated Assault,1,
Madison South,97220,,,1/29/20,1900,Assault Offenses,10,,,Aggravated Assault,1,
Madison South,97220,,,1/29/20,1900,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,1/30/20,205,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,1/29/20,2339,Assault Offenses,10,,,Intimidation,1,
Northwest,97210,,,1/29/20,2213,Assault Offenses,10,,,Intimidation,1,
Parkrose Heights,97220,,,1/30/20,1258,Assault Offenses,10,,,Simple Assault,1,
Kenton,97217,,,1/30/20,1451,Assault Offenses,10,,,Simple Assault,1,
Wilkes,97230,,,1/30/20,1149,Assault Offenses,10,,,Aggravated Assault,1,
Pearl,97209,,,1/30/20,1658,Assault Offenses,10,,,Aggravated Assault,1,
Brentwood-Darlington,97206,,,1/30/20,2110,Assault Offenses,10,,,Simple Assault,1,
Sabin,97211,,,1/30/20,1830,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,1/31/20,1,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,1/30/20,1600,Assault Offenses,10,,,Simple Assault,1,
Foster-Powell,97206,,,4/19/19,1700,Sex Offenses,15,,,Rape,1,
Parkrose,97220,,,1/18/20,0,Sex Offenses,15,,,Rape,1,
Mt Scott-Arleta,97206,,,1/31/20,914,Assault Offenses,10,,,Simple Assault,1,
Northwest,97210,,,1/31/20,1144,Assault Offenses,10,,,Simple Assault,1,
Richmond,97214,,,1/31/20,1311,Assault Offenses,10,,,Intimidation,1,
Parkrose,97220,,,1/31/20,1941,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,1/31/20,2303,Vandalism,4,,,Vandalism,1,
Centennial,97233,,,1/30/20,1517,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,1/30/20,905,Assault Offenses,10,,,Simple Assault,1,
Mill Park,97216,,,1/23/20,1400,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Downtown,97205,,,2/1/20,1322,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/1/20,1729,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/1/20,2114,Assault Offenses,10,,,Intimidation,1,
Woodlawn,97211,,,1/23/20,2000,Vandalism,4,,,Vandalism,1,
South Tabor,97206,,,1/24/20,1405,Assault Offenses,10,,,Simple Assault,1,
Kenton,97217,,,1/24/20,1818,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/2/20,330,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/2/20,330,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Richmond,97214,,,2/2/20,107,Assault Offenses,10,,,Simple Assault,1,
University Park,97203,,,2/1/20,1830,Assault Offenses,10,,,Simple Assault,1,
Mill Park,97216,,,2/1/20,2310,Assault Offenses,10,,,Simple Assault,1,
Eliot,97212,,,2/2/20,329,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,2/2/20,459,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,1/23/20,2200,Sex Offenses,15,,,Sodomy,1,
Montavilla,97213,,,2/2/20,1309,Vandalism,4,,,Vandalism,1,
Piedmont,97217,,,2/2/20,1225,Assault Offenses,10,,,Aggravated Assault,1,
Hazelwood,97216,,,1/30/20,2232,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,2/1/20,35,Assault Offenses,10,,,Simple Assault,1,
Old Town/Chinatown,97209,,,2/2/20,1102,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,1/25/20,2215,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,1/26/20,704,Assault Offenses,10,,,Simple Assault,1,
Creston-Kenilworth,97202,,,2/2/20,1443,Assault Offenses,10,,,Simple Assault,1,
Sellwood-Moreland,97202,,,1/15/19,1400,Sex Offenses,15,,,Rape,1,
Irvington,97212,,,2/2/20,147,Assault Offenses,10,,,Aggravated Assault,1,
Pleasant Valley,97236,,,1/26/20,1934,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Brentwood-Darlington,97206,,,1/26/20,1706,Sex Offenses,15,,,Fondling,1,
Creston-Kenilworth,97202,,,2/2/20,2048,Assault Offenses,10,,,Simple Assault,1,
University Park,97203,,,1/26/20,1700,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,2/2/20,1931,Assault Offenses,10,,,Intimidation,1,
Creston-Kenilworth,97202,,,2/2/20,2020,Assault Offenses,10,,,Simple Assault,1,
Brooklyn,97202,,,1/27/20,1100,Sex Offenses,15,,,Fondling,1,
Lents,97266,,,2/2/20,2313,Assault Offenses,10,,,Simple Assault,1,
Alameda,97212,,,1/27/20,1346,Assault Offenses,10,,,Intimidation,1,
Glenfair,97230,,,2/2/20,1740,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,1/27/20,1842,Assault Offenses,10,,,Intimidation,1,
Hazelwood,97216,,,2/3/20,200,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,1/30/20,1120,Assault Offenses,10,,,Simple Assault,1,
Downtown,97205,,,2/3/20,810,Assault Offenses,10,,,Simple Assault,1,
Boise,97227,,,12/11/19,930,Sex Offenses,15,,,Rape,1,
Powellhurst-Gilbert,97236,,,1/27/20,2045,Sex Offenses,15,,,Rape,1,
Centennial,97233,,,2/3/20,1340,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/3/20,1412,Assault Offenses,10,,,Aggravated Assault,1,
South Tabor,97206,,,1/7/20,450,Larceny Offenses,5,,,Theft From Building,1,
Woodstock,97206,,,2/4/20,126,Vandalism,4,,,Vandalism,1,
Lents,97266,,,2/4/20,603,Assault Offenses,10,,,Simple Assault,1,
Piedmont,97217,,,2/4/20,1000,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/4/20,1005,Assault Offenses,10,,,Simple Assault,1,
Mt Scott-Arleta,97206,,,2/3/20,810,Weapon Law Violations,6,,,Weapons Law Violations,1,
St Johns,97203,,,2/3/20,2301,Assault Offenses,10,,,Simple Assault,1,
Glenfair,97230,,,2/4/20,940,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,6/2/19,200,Sex Offenses,15,,,Rape,1,
St Johns,97203,,,2/4/20,3,Assault Offenses,10,,,Simple Assault,1,
Sumner,97220,,,1/29/20,1245,Larceny Offenses,5,,,All Other Larceny,1,
Centennial,97233,,,1/29/20,1601,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/4/20,2228,Assault Offenses,10,,,Simple Assault,1,
Concordia,97211,,,2/4/20,1703,Assault Offenses,10,,,Simple Assault,1,
Wilkes,97230,,,2/4/20,1935,Assault Offenses,10,,,Simple Assault,1,
South Portland,97222,,,2/4/20,2045,Assault Offenses,10,,,Simple Assault,1,
Kerns,97232,,,2/4/20,2216,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,2/4/20,2353,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,1/31/20,100,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,1/29/20,2143,Assault Offenses,10,,,Aggravated Assault,1,
Eliot,97212,,,2/5/20,200,Robbery,8,,,Robbery,1,
Brentwood-Darlington,97206,,,1/30/20,2130,Sex Offenses,15,,,Rape,1,
Parkrose,97220,,,10/26/19,2000,Sex Offenses,15,,,Sodomy,1,
South Tabor,97206,,,12/15/19,230,Sex Offenses,15,,,Rape,1,
Reed,97202,,,1/28/20,1200,Assault Offenses,10,,,Simple Assault,1,
Reed,97202,,,1/28/20,1200,Kidnapping/Abduction,18,,,Kidnapping/Abduction,1,
Overlook,97227,,,8/1/10,0,Sex Offenses,15,,,Rape,1,
Brentwood-Darlington,97206,,,2/5/20,1003,Assault Offenses,10,,,Aggravated Assault,1,
Bridgeton,97217,,,2/5/20,1353,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/5/20,2155,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,2/5/20,1042,Assault Offenses,10,,,Aggravated Assault,1,
Lents,97266,,,2/4/20,2230,Assault Offenses,10,,,Simple Assault,1,
Mill Park,97216,,,2/5/20,1805,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,2/5/20,2225,Assault Offenses,10,,,Simple Assault,1,
Argay,97230,,,2/6/20,312,Assault Offenses,10,,,Simple Assault,1,
Sullivan's Gulch,97232,,,6/1/18,1600,Human Trafficking Offenses,15,,,Commercial Sex Acts,1,
Sullivan's Gulch,97232,,,6/1/18,1600,Sex Offenses,15,,,Sodomy,1,
Sullivan's Gulch,97232,,,6/1/18,1600,Prostitution Offenses,3,,,Assisting or Promoting Prostitution,1,
Brooklyn,97202,,,2/6/20,1502,Assault Offenses,10,,,Aggravated Assault,1,
Laurelhurst,97232,,,2/6/20,1418,Assault Offenses,10,,,Intimidation,1,
Sunnyside,97214,,,2/6/20,2041,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/6/20,2355,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,1/30/20,1527,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,1/23/20,2114,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Centennial,97233,,,2/7/20,6,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Centennial,97233,,,2/7/20,6,Weapon Law Violations,6,,,Weapons Law Violations,1,
Centennial,97233,,,2/6/20,2320,Assault Offenses,10,,,Simple Assault,1,
Downtown,97205,,,2/7/20,1,Assault Offenses,10,,,Aggravated Assault,1,
Reed,97202,,,5/10/19,1000,Assault Offenses,10,,,Simple Assault,1,
Sullivan's Gulch,97232,,,2/7/20,254,Assault Offenses,10,,,Aggravated Assault,1,
Hazelwood,97216,,,2/7/20,814,Assault Offenses,10,,,Simple Assault,1,
Kenton,97217,,,1/31/20,1223,Human Trafficking Offenses,15,,,Commercial Sex Acts,1,
Boise,97227,,,1/31/20,430,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cully,97218,,,1/31/20,306,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,1/31/20,1400,Assault Offenses,10,,,Simple Assault,1,
King,97211,,,2/1/20,2023,Assault Offenses,10,,,Simple Assault,1,
Wilkes,97230,,,2/1/20,929,Assault Offenses,10,,,Aggravated Assault,1,
Woodlawn,97211,,,2/2/20,1849,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Pearl,97209,,,2/2/20,38,Vandalism,4,,,Vandalism,1,
Boise,97227,,,1/24/20,2055,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sunnyside,97214,,,2/8/20,116,Assault Offenses,10,,,Simple Assault,1,
Bridgeton,97217,,,2/7/20,1550,Assault Offenses,10,,,Simple Assault,1,
Piedmont,97217,,,2/3/20,921,Sex Offenses,15,,,Rape,1,
Cully,97218,,,2/7/20,1513,Assault Offenses,10,,,Intimidation,1,
Mill Park,97216,,,1/31/20,1230,Sex Offenses,15,,,Fondling,1,
Hazelwood,97216,,,2/8/20,440,Assault Offenses,10,,,Simple Assault,1,
Multnomah,97219,,,2/2/20,1725,Assault Offenses,10,,,Intimidation,1,
Hazelwood,97216,,,2/2/20,1929,Sex Offenses,15,,,Fondling,1,
Centennial,97233,,,2/3/20,1736,Fraud Offenses,1,,,Identity Theft,1,
Portsmouth,97203,,,2/4/20,1800,Robbery,8,,,Robbery,1,
Richmond,97214,,,2/4/20,2004,Robbery,8,,,Robbery,1,
Hazelwood,97216,,,2/9/20,100,Assault Offenses,10,,,Simple Assault,1,
Mt Scott-Arleta,97206,,,2/8/20,2134,Assault Offenses,10,,,Aggravated Assault,1,
Downtown,97205,,,2/9/20,111,Assault Offenses,10,,,Simple Assault,1,
Rose City Park,97213,,,2/9/20,105,Assault Offenses,10,,,Simple Assault,1,
Argay,97230,,,2/5/20,1723,Assault Offenses,10,,,Intimidation,1,
South Portland,97222,,,1/11/20,0,Sex Offenses,15,,,Rape,1,
Parkrose Heights,97220,,,2/9/20,1511,Assault Offenses,10,,,Simple Assault,1,
Parkrose Heights,97220,,,2/9/20,1217,Assault Offenses,10,,,Simple Assault,1,
Parkrose Heights,97220,,,1/5/20,0,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,2/2/20,1300,Larceny Offenses,5,,,Theft From Building,1,
Hazelwood,97216,,,2/6/20,1847,Burglary,10,,,Burglary,1,
Humboldt,97217,,,1/1/20,227,Assault Offenses,10,,,Simple Assault,1,
Lloyd,97232,,,2/7/20,2107,Assault Offenses,10,,,Simple Assault,1,
St Johns,97203,,,2/8/20,1152,Assault Offenses,10,,,Intimidation,1,
Arbor Lodge,97217,,,2/8/20,1746,Assault Offenses,10,,,Simple Assault,1,
Parkrose,97220,,,2/8/20,1949,Assault Offenses,10,,,Simple Assault,1,
Overlook,97227,,,2/8/20,1949,Assault Offenses,10,,,Simple Assault,1,
Vernon,97211,,,9/3/19,1900,Assault Offenses,10,,,Simple Assault,1,
Wilkes,97230,,,2/9/20,844,Assault Offenses,10,,,Simple Assault,1,
Woodstock,97206,,,2/9/20,930,Assault Offenses,10,,,Aggravated Assault,1,
Hayden Island,97217,,,1/31/20,2040,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Wilkes,97230,,,2/8/20,1403,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/9/20,1712,Assault Offenses,10,,,Simple Assault,1,
Brentwood-Darlington,97206,,,2/9/20,1523,Assault Offenses,10,,,Simple Assault,1,
Parkrose Heights,97220,,,2/5/20,1215,Larceny Offenses,5,,,Theft From Building,1,
Lents,97266,,,1/31/20,0,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Cully,97218,,,2/9/20,2340,Assault Offenses,10,,,Simple Assault,1,
Cully,97218,,,2/10/20,43,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/10/20,142,Assault Offenses,10,,,Simple Assault,1,
Irvington,97212,,,12/6/19,0,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Argay,97230,,,2/7/20,901,Assault Offenses,10,,,Simple Assault,1,
Argay,97230,,,2/7/20,901,Burglary,10,,,Burglary,1,
Hillsdale,97201,,,2/6/20,1400,Larceny Offenses,5,,,Theft From Building,1,
Creston-Kenilworth,97202,,,1/1/09,800,Sex Offenses,15,,,Rape,1,
Creston-Kenilworth,97202,,,1/1/09,800,Sex Offenses,15,,,Sexual Assault With An Object,1,
Creston-Kenilworth,97202,,,1/1/09,800,Sex Offenses,15,,,Sodomy,1,
Roseway,97213,,,2/10/20,753,Assault Offenses,10,,,Intimidation,1,
Cully,97218,,,2/10/20,1217,Assault Offenses,10,,,Simple Assault,1,
Hillsdale,97201,,,2/10/20,1306,Assault Offenses,10,,,Intimidation,1,
South Tabor,97206,,,2/7/20,1345,Sex Offenses,15,,,Fondling,1,
Powellhurst-Gilbert,97236,,,2/10/20,2257,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/10/20,2257,Vandalism,4,,,Vandalism,1,
Hosford-Abernethy,97202,,,2/7/20,1140,Assault Offenses,10,,,Simple Assault,1,
Buckman West,97214,,,2/11/20,802,Assault Offenses,10,,,Simple Assault,1,
South Tabor,97206,,,2/11/20,1144,Assault Offenses,10,,,Simple Assault,1,
Kerns,97232,,,2/9/20,221,Sex Offenses,15,,,Fondling,1,
Downtown,97205,,,2/11/20,1913,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,1/27/20,2130,Assault Offenses,10,,,Simple Assault,1,
Brentwood-Darlington,97206,,,2/11/20,2101,Assault Offenses,10,,,Simple Assault,1,
Downtown,97205,,,2/11/20,2311,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/12/20,53,Assault Offenses,10,,,Simple Assault,1,
Sabin,97211,,,5/12/19,416,Assault Offenses,10,,,Intimidation,1,
Old Town/Chinatown,97209,,,2/9/20,2130,Sex Offenses,15,,,Rape,1,
North Tabor,97213,,,1/18/20,2100,Assault Offenses,10,,,Simple Assault,1,
North Tabor,97213,,,1/18/20,2100,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,2/12/20,939,Assault Offenses,10,,,Simple Assault,1,
Woodlawn,97211,,,2/12/20,1215,Assault Offenses,10,,,Simple Assault,1,
Lloyd,97232,,,2/11/20,2321,Sex Offenses,15,,,Fondling,1,
Kenton,97217,,,2/8/20,1135,Sex Offenses,15,,,Fondling,1,
Pleasant Valley,97236,,,2/12/20,2245,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,2/12/20,645,Assault Offenses,10,,,Aggravated Assault,1,
Powellhurst-Gilbert,97236,,,2/11/20,1830,Assault Offenses,10,,,Simple Assault,1,
West Portland Park,97219,,,2/9/20,1206,Larceny Offenses,5,,,All Other Larceny,1,
Hayhurst,97221,,,2/11/20,2200,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,2/9/20,1723,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/13/20,913,Assault Offenses,10,,,Simple Assault,1,
St Johns,97203,,,2/13/20,340,Assault Offenses,10,,,Simple Assault,1,
Glenfair,97230,,,2/9/20,2312,Vandalism,4,,,Vandalism,1,
West Portland Park,97219,,,2/10/20,1100,Assault Offenses,10,,,Simple Assault,1,
Downtown,97205,,,2/10/20,800,Sex Offenses,15,,,Fondling,1,
South Tabor,97206,,,2/10/20,1130,Larceny Offenses,5,,,Theft From Building,1,
Parkrose,97220,,,2/14/20,453,Assault Offenses,10,,,Simple Assault,1,
Goose Hollow,97204,,,2/11/20,1209,"Sex Offenses, Nonforcible",5,,,Statutory Rape,1,
Humboldt,97217,,,2/12/20,2245,Assault Offenses,10,,,Simple Assault,1,
Argay,97230,,,2/13/20,1233,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,2/14/20,243,Assault Offenses,10,,,Simple Assault,1,
Sullivan's Gulch,97232,,,2/14/20,1309,Assault Offenses,10,,,Simple Assault,1,
Grant Park,97212,,,2/13/20,0,Sex Offenses,15,,,Rape,1,
Hillside,97210,,,2/12/20,1343,Assault Offenses,10,,,Simple Assault,1,
Sunnyside,97214,,,2/12/20,100,Assault Offenses,10,,,Simple Assault,1,
Hazelwood,97216,,,2/11/20,1350,Assault Offenses,10,,,Simple Assault,1,
Creston-Kenilworth,97202,,,2/14/20,1947,Vandalism,4,,,Vandalism,1,
South Tabor,97206,,,2/14/20,1818,Assault Offenses,10,,,Simple Assault,1,
Cathedral Park,97203,,,2/13/20,1300,Burglary,10,,,Burglary,1,
Humboldt,97217,,,2/14/20,1936,Assault Offenses,10,,,Simple Assault,1,
Creston-Kenilworth,97202,,,2/12/20,525,Assault Offenses,10,,,Intimidation,1,
Creston-Kenilworth,97202,,,2/12/20,525,Vandalism,4,,,Vandalism,1,
Sunnyside,97214,,,2/14/20,2321,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,2/15/20,136,Assault Offenses,10,,,Aggravated Assault,1,
Portsmouth,97203,,,2/15/20,136,Assault Offenses,10,,,Simple Assault,1,
Lloyd,97232,,,2/15/20,239,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,2/11/20,1100,Larceny Offenses,5,,,All Other Larceny,1,
Mill Park,97216,,,2/12/20,1509,Assault Offenses,10,,,Simple Assault,1,
Mt Scott-Arleta,97206,,,2/11/20,1800,Sex Offenses,15,,,Fondling,1,
Hazelwood,97216,,,2/12/20,2100,Kidnapping/Abduction,18,,,Kidnapping/Abduction,1,
Arbor Lodge,97217,,,2/15/20,152,Assault Offenses,10,,,Aggravated Assault,1,
Centennial,97233,,,2/15/20,225,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,2/15/20,315,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,2/15/20,643,Assault Offenses,10,,,Simple Assault,1,
Centennial,97233,,,2/15/20,837,Assault Offenses,10,,,Simple Assault,1,
